,journalist,organization,gender,created_at,id,text
43,Liel,N12,Female,2020-12-09 05:52:49,1336549339343282176,נתונים מדהימים לסער שמדובר בסקר הראשון סער לוקח 3 מהליכוד ו4 מבנט שמקטין הגוש הפוטנציאלי נתניהו
44,Liel,N12,Female,2020-12-08 18:22:49,1336375695451230208,הנאום מבהיר ספק סער ישב נתניהו
45,Liel,N12,Female,2020-12-08 18:10:23,1336372570107621376,סער איני יכול לתמוך בממשלה בראשות נתניהו ולהיות חבר בליכוד ישראל זקוקה לאחדות ויציבות נתניהו יוכל
46,Liel,N12,Female,2020-12-08 17:34:35,1336363557508755459,צפוי נאום חריף ביותר סער ההערכה שגם יודיע מתפטר מהכנסת מייצג הליכוד
47,Liel,N12,Female,2020-12-08 16:24:28,1336345914110324736,השאלה האמיתית ההודעה סער תשפיע המומ נתניהו גנץ נתניהו בסיכון גבוה ואילו גנץ שתכנן הפעם
48,Liel,N12,Female,2020-12-08 16:18:59,1336344532288409603,סער הולך למהלך לוודא שיש איתו לפחות דמויות יכול שאשא ביטון הנדל והאוזר 23 חכי
49,Liel,N12,Female,2020-12-07 19:56:19,1336036841288503299,חכ ביטן אובחן כחולה קורונה ביום נפגש נתניהו ובכירים נוספים בטקס העלאת עולים מאתיופיה
50,Liel,N12,Female,2020-12-07 18:20:47,1336012798128689152,יור הכנסת יריב לוין מקדם הצעה לשינוי שיטת הבחירה שופטי העליון שצפויה חלק מהבטחות הליכוד לכנסת הבאה ה
51,Liel,N12,Female,2020-12-07 09:40:18,1335881812707586048,ועדת הכנסת החליטה ההצעה לפיזור הכנסת תידון בועדת הכנסת בראשות איתן גינזבורג מכחול לבן דיון יתקיים כנראה המליאה
52,Liel,N12,Female,2020-12-07 09:00:58,1335871913483243522,חכ אסנת מארק בדיון פיזור הכנסת בועדת הכנסת כחול לבן נכנסה לשותפות לקיים הרוטציה נכנסתם להס
53,Liel,N12,Female,2020-12-06 18:25:14,1335651528661753857,התחילה פגישתם שר האוצר ישראל כץ ויור כחול לבן בני גנץ כץ ינסה לשכנע גנץ לאפשר הבאת תקציב 2020 לממשלה
54,Liel,N12,Female,2020-12-06 14:22:23,1335590413827252226,rereshef האקרים שפרצו למשרד האוצר מאיימים לפרסם תקציב
55,Liel,N12,Female,2020-12-06 13:34:36,1335578389336485888,המתמודדים הסופיים לתפקיד היועץ המשפטי הכנסת רז נזרי שגית אפיק גור בליי ברוך לוברט
56,Liel,N12,Female,2020-12-06 11:12:49,1335542706609790976,רגע פיזור הכנסת הצעתו שר האוצר ישראל כץ לקצץ בשכר החכים השרים השופטים וכו ירדה מסדר הממשלה ה
57,Liel,N12,Female,2020-12-05 18:50:09,1335295411507113987,שווה לעקוב עפר שלח הראשון שהיה אמור לעשות סיבוב נצחון פרשת יעלון שמחזקת התזה שללפיד סיכוי ועדי
58,Liel,N12,Female,2020-12-05 17:47:13,1335279573215424514,גנץ בפגוש העיתונות לפיד יכול להקים ממשלה אחבור אליו אהיה המפלגה הגדולה בגוש אמשיך ישר וכולם יסתדרו
59,Liel,N12,Female,2020-12-05 06:54:49,1335115392616976385,nitayanavi מנכל משרד האוצר לשעבר shai_babad במה שנראה פוסט כניסה מחודשת לפוליטיקה הפרסום אמש daphnaliel
60,Liel,N12,Female,2020-12-04 18:13:11,1334923719534317570,22 מתקדמים וכבר גייסה כסף היתר המפלגה תתחייב לפעול לשינוי שיטת הממשל ותשים דגש ניסיון מקצועי וציבורי
61,Liel,N12,Female,2020-12-04 18:13:11,1334923719534317570,22 מתקדמים וכבר גייסה כסף היתר המפלגה תתחייב לפעול לשינוי שיטת הממשל ותשים דגש ניסיון מקצועי וציבורי
62,Liel,N12,Female,2020-12-04 18:13:10,1334923717823107075,12 אנשי ציבור ובכירים במשק עומלת בימים מפלגת המקצוענים שתבטיח לציבור ניהול למשבר הקורונה הכו
63,Simchayoff,N12,Male,2020-12-09 18:44:57,1336743655630049288,זוכרים מרגרט קינן המתחסנת הראשונה ברשתות החברתיות מתנגדי חיסונים טוענים שהיא מתה שהיא והאחות
64,Simchayoff,N12,Male,2020-12-09 16:18:07,1336706703216300032,קנדה אישרה החיסון פייזר בטוח יעיל ואיכותי מחכים לאמריקאים מחר
65,Simchayoff,N12,Male,2020-12-09 12:29:29,1336649164533350400,brexitime דרמטי בתולדות הברקזיט שבו יכולה בהחלט להיקבע גורלה עסקה אפשרית בריטניה לאיחוד ייסע בוגו לבריסל לטובת
66,Simchayoff,N12,Male,2020-12-09 12:18:37,1336646430761635843,nehemia_ga קיצוני הצדדים
67,Simchayoff,N12,Male,2020-12-09 10:31:30,1336619473214840832,ראיתם מרקל ככה מילים שראוי להקשיב להן
68,Simchayoff,N12,Male,2020-12-09 10:31:30,1336619473214840832,ראיתם מרקל ככה מילים שראוי להקשיב להן
69,Simchayoff,N12,Male,2020-12-09 10:03:12,1336612353467703297,ששני אנשי צוותים רפואיים לקו בתגובה אלרגית לחיסונים משרד הבריאות בבריטניה ממליץ לחסן לעת עתה
70,Simchayoff,N12,Male,2020-12-09 07:48:59,1336578574611079168,שקרן ומוסיף ההחלטה נתניהו להתחסן בעיני נכונה וטובה הלוואי שגם בדברים אחרים נבחרי הציבור שלנו היו
71,Simchayoff,N12,Male,2020-12-09 07:32:20,1336574386288078848,דבר חשוב שבעיני שווה להזכיר שיש השפעה מסויימת המנה הראשונה החסינות האפקטיבית המלאה מגיעה שבוע לח
72,Simchayoff,N12,Male,2020-12-08 19:21:47,1336390536840810496,zakpnqshgwtlumx דבר כזה בוכרי שאתה שאתה
73,Simchayoff,N12,Male,2020-12-08 19:18:32,1336389716720181249,שלם בחוץ בטמפרטורה אפס מעלות טיפה מרגיש טוב משוכנע שערבי קנה ביתר ירושלים שגדעון סער נהיה ש
74,Simchayoff,N12,Male,2020-12-08 16:24:46,1336345989737811969,simi1s hofmann43 הבאנו חיסון להחליף המתים מקורונה בחיים מתים ממגוון סיבות אחרות ימשיכו לצערנו
75,Simchayoff,N12,Male,2020-12-08 16:23:27,1336345656529653760,hofmann43 simi1s שוכח ויכוח מעולם טענתי שאין מתים קורונה שיש שמנסה להפריז בזה להשתמ
76,Simchayoff,N12,Male,2020-12-08 16:19:30,1336344665466007552,simi1s תיאמתם מגנים מתנגדי חיסונים
77,Simchayoff,N12,Male,2020-12-08 16:16:40,1336343952094617605,פייק ניוז חיסונים ופיצר מדהים ומפחיד פייסבוק
78,Simchayoff,N12,Male,2020-12-08 15:55:21,1336338585457332230,דבר מביך מלהכריז סגר לילי שאינו יעיל אכיף ואינו בהמלצת המומחים להכריז סגר לילי שאינו
79,Simchayoff,N12,Male,2020-12-08 14:55:45,1336323585799979013,liferivlin תשובות ברורות לטווח ארוך להבנתי אוטואימוני השפעות אחרות הערכה מושכלת שאין השפעות משמ
80,Simchayoff,N12,Male,2020-12-08 14:33:29,1336317982713122818,batiag horowitz_b תודה חברים תמשיכו
81,Simchayoff,N12,Male,2020-12-08 09:18:18,1336238665501126656,ואחרון להבוקר שר הבריאות הנקוק בוכה מהתרגשות בשידור
82,Simchayoff,N12,Male,2020-12-08 08:39:43,1336228956542996480,איש זוכר המקום השני אומרת הקלישאה ואז הגיע המחוסן השני בבריטניה ויליאם שייקספיר 81
83,Simchayoff,N12,Male,2020-12-08 07:10:24,1336206477111988224,תכירו מרגרט קינאן סבתא בת 90 מקובנטרי והאישה הראשונה במערב שקיבלה חיסון קורונה במסגרת ניסוי
84,Simchayoff,N12,Male,2020-12-07 10:08:28,1335888902650011648,brexitime שרשור קצר חיסון הקורונה והברקזיט תחילת מבצע החיסון מחר ייאלה נתחיל באנקדוטה אישור החיסון פייזר בבריטניה ה
85,Simchayoff,N12,Male,2020-12-06 18:43:35,1335656146598768640,לטובת השואלים הטמפרטורה אומנם נראים ארגזים משרדיים ממש
86,Simchayoff,N12,Male,2020-12-06 18:32:24,1335653331444920333,מת שלהיסטוריה מנהג מגונה להיראות שיגרתית לחלוטין תמונות ראשונות החיסונים מגיעים לבתי החולים בבריטנ
87,Simchayoff,N12,Male,2020-12-06 13:09:15,1335572010701901824,yanircozin avishaigrinzaig מצחיקול ליאת ארי
88,Simchayoff,N12,Male,2020-12-06 13:09:15,1335572010701901824,yanircozin avishaigrinzaig מצחיקול ליאת ארי
89,Simchayoff,N12,Male,2020-12-06 08:24:38,1335500385017008129,brexitime 3 שבועות וחצי שבריטניה והאיחוד נפרדים באמת וחשבתם תשמעו ממני מצחיקים כמנהג האירופאים אפתח בהתנצלות הי
90,Simchayoff,N12,Male,2020-12-05 17:33:15,1335276059621789696,talschneider parentwannabe maayanef zachiboo hagaykr אה טוב פה באמת מעודכן מוזמנת להורים רוצה
91,Simchayoff,N12,Male,2020-12-05 17:30:01,1335275245893275653,talschneider parentwannabe maayanef zachiboo hagaykr קונים בסוקולוב ויושבים בויצמן ככה עושים קולה וג
92,Simchayoff,N12,Male,2020-12-05 17:28:08,1335274770334699523,talschneider parentwannabe maayanef zachiboo hagaykr שדרות וייצמן הייתי ברמהש זמן
93,Cherki,N12,Male,2020-12-09 19:17:31,1336751849815371778,מדינת הבייביסיטר מתמכרת לשליטה ומאבדת שליטה
94,Cherki,N12,Male,2020-12-09 18:17:50,1336736830750855171,שאלה הגבלת בתים בישובים יהודיים קשר למצב התחלואה בהם חוק השוויון
95,Cherki,N12,Male,2020-12-09 16:18:40,1336706842723020803,להפסיק הספין סערבנטגנץ שאיבדו החרדים החרדים יהיו צמודים לנתניהו הרגע שבו יהיו 61 ול
96,Cherki,N12,Male,2020-12-09 15:04:50,1336688262082072580,אנשים רואים התור מתייאשים וחוזרים הביתה
97,Cherki,N12,Male,2020-12-09 15:01:46,1336687490825150465,במשרד הבריאות מתלוננים שהציבור מגיע להיבדק אולי כדאי לפתוח עמדות ככה נראה התור לבדיקות קורונה בי
98,Cherki,N12,Male,2020-12-08 18:22:58,1336375735821488128,התחלואה בישראל במגזר הערבי הממשלה בוחנת סגר חנוכה ישובים יהודי
99,Cherki,N12,Male,2020-12-08 18:19:10,1336374776626032643,מוקדם להספיד הבחירות סביר שבסקרים הראשונים יתברר שסער מפצל מצביעי ימינה הליכוד וזה דוקא תמריץ לנתניהו
100,Cherki,N12,Male,2020-12-08 18:15:13,1336373785990193152,soudron לוקח אותה מבנט
101,Cherki,N12,Male,2020-12-08 14:38:20,1336319202764881926,segal_eran מעניין לבדוק תופעה נרחבת תלמידי ישיבות שנבדקים חופשת חנוכה
102,Cherki,N12,Male,2020-12-08 14:36:30,1336318742238654469,segal_eran התפרצות ישיבה בהחלט ייתכן שנראה מאות חולים ואף יגיע לאשפוז כמובן התנאי שהתלמי
103,Cherki,N12,Male,2020-12-08 13:45:35,1336305929831264256,avishaybenhaim ביטולה קיומה קל
104,Cherki,N12,Male,2020-12-08 11:05:40,1336265683542401025,ייקח זמן להשתקם מהטוטליטריזם הקורונה
105,Cherki,N12,Male,2020-12-08 09:24:43,1336240281021247488,segal_eran עוצר לילי יעזור במקרה הטוב יוריד מקדם ההדבקה r 005 בעיקר ישחק אמון הציבור ששחוק ככה
106,Cherki,N12,Male,2020-12-07 18:08:25,1336009686022230018,התחלואה מאד גבוהה ויותר מחצי ממנה במגזר הערבי וצריך לטפל דיפרנציאלית לקחת כולנו בשבי בדיוק כפ
107,Cherki,N12,Male,2020-12-07 18:03:04,1336008338807672832,סגר לילי בחנוכה התעללות באזרחים צעד יעיל שממרר חיי הישראלים לתת תחושה שהממשלה מסוגלת לטפל במוקדי
108,Cherki,N12,Male,2020-12-07 18:03:04,1336008338807672832,סגר לילי בחנוכה התעללות באזרחים צעד יעיל שממרר חיי הישראלים לתת תחושה שהממשלה מסוגלת לטפל במוקדי
109,Cherki,N12,Male,2020-12-07 10:13:01,1335890047082647552,segal_eran התחלואה במגזר החרדי ממשיכה נמוכה 6 מסך המאומתים ו3 מהמאושפזים החדשים בשבוע האחרון מתאשפז חדש מהמגזר החר
110,Cherki,N12,Male,2020-12-06 10:58:15,1335539043979964417,mendy_gruzman moshe_nayes בעצם ההבדל אדמור שמכתיר בנו ראשי ישיבה שממנה בנו חתנו
111,Cherki,N12,Male,2020-12-05 17:24:13,1335273784237027330,שנה קשה להשיג כרטיסים השנה אצלכם בסלון ובחינם שולי רנד עידן עמדי נתן גושן אמיר דדון אברהם פריד בהתו
112,Cherki,N12,Male,2020-12-04 09:56:57,1334798838910103552,הצחיק חברי הכנסת דגל התורה שלא הצליחו להתאפק בזמן הקראת החלטות מועצת גדולי התורה
113,Avraham,N12,Male,2020-12-09 20:46:39,1336774283096416260,קורה ההרצאה הדיגיטלית תעלה בסוף החודש וזה סופר מרגש קראתי לה השקרים הגדולים הפוליטיקה הישראלית
114,Avraham,N12,Male,2020-12-09 20:07:01,1336764308848578562,סיפור פצצה yollancohen בתכנית חיסכון דוד ביטן שהודיע יומיים שנדבק בקורונה הכניס 30 איש לפחות לבידוד וקי
115,Avraham,N12,Male,2020-12-09 19:01:54,1336747919085621251,חידוד משרד הבריאות מבקש להשתמש בסעיף הדחיפות בחוק הקורונה הגדול המשמעות הביזארית שאם השרים יאשרו
116,Avraham,N12,Male,2020-12-09 18:58:33,1336747076626096128,שימו לב פי ההצעה שהועברה לעיון השרים משרד הבריאות מבקש שלאורך החנוכה תותר התקהלות למעלה מ2 אנשים מדובר במשפחה גרעינית
117,Avraham,N12,Male,2020-12-09 17:11:01,1336720017480687618,פרסום איסור בתים המסחר ביישובים יהודיים ייסגר החל מהשעה 1730 לאורך חג החנוכה
118,Avraham,N12,Male,2020-12-09 17:02:47,1336717944324288516,הממשלה תאשר מחר איסור שהייה בבית אדם החל מהשעה 1730 בערב
119,Avraham,N12,Male,2020-12-09 12:56:09,1336655874929143809,yairnetanyahu kerenmarc riklin10 רמה גבוהה להזכיר השמלה עמליה שובניסטי יצא לך
120,Avraham,N12,Male,2020-12-09 12:56:09,1336655874929143809,yairnetanyahu kerenmarc riklin10 רמה גבוהה להזכיר השמלה עמליה שובניסטי יצא לך
121,Avraham,N12,Male,2020-12-09 11:38:42,1336636385726320641,kerenmarc riklin10 יודעת אצלכם גאה בקוד כנראה שבדובאי ממש כיף מעדכנת שכאן מדינה שלמה יודעת ה
122,Avraham,N12,Male,2020-12-09 11:29:12,1336633993530396672,kerenmarc ביקורת ניהול משבר הקורונה וההחלטות התמוהות הקבינט צריך להגיד שהבאת החיסונים המוקדמת לישראל הישג
123,Avraham,N12,Male,2020-12-08 19:03:19,1336385888025268226,konkolit1 2 זוכר דיווחים משבר גיל 60 בסביבת לפיד שלח ואני בטח זוכר שאיחלתם בהצלחה 3 8 שנים בכנסת נחרט
124,Avraham,N12,Male,2020-12-08 18:58:04,1336384566471352328,אדוני ראש האופוזיציה מצדיק ההתנהגות הליכוד בדיוק מאותה סיבה אחלת בהצלחה לעפר שלח וה
125,Avraham,N12,Male,2020-12-08 15:49:31,1336337115940937745,הקשיים המשפטיים שהתעוררו באישור סגר לילה שנועד למנוע סגר כללי נבדקות חלופות שיאפשרו מניעת התקהלויות בח
126,Avraham,N12,Male,2020-12-08 10:34:09,1336257751769632769,פרסום קשיים משפטיים משמעותיים בדרך לאישור הסגר הלילי בממשלה נציגי היועמש מבהירים עמדה ברורה משרד
127,Avraham,N12,Male,2020-12-08 09:49:12,1336246439337406467,אירוע מדהים
128,Avraham,N12,Male,2020-12-08 09:35:54,1336243093197238274,elikmargalit מירב כהן
129,Avraham,N12,Male,2020-12-08 07:19:39,1336208805818986497,segal_eran עוצר לילי יעזור במקרה הטוב יוריד מקדם ההדבקה r 005 בעיקר ישחק אמון הציבור ששחוק ככה
130,Avraham,N12,Male,2020-12-08 07:19:01,1336208648155131904,k_ariela טיעון ראי ציוץ העוצר הלילי דבילי ביותר אומר שהסיבה להטלתו הפגנות
131,Avraham,N12,Male,2020-12-08 07:11:51,1336206843157344257,המתלהמים האוטומטיים שבטוחים שהעוצר הלילי מטרתו לצמצם התקהלויות בלפור העוצר הלילי יפגע ההפגנה הקב
132,Avraham,N12,Male,2020-12-08 06:28:23,1336195903254917121,dagonuri נתניהו שבועות סגר לילי מעשי הפרק לבזבז זמן זה עקביות
133,Avraham,N12,Male,2020-12-07 23:00:20,1336083149172903941,הצלחתי להבין לרגע המשמעות והתרומה עוצר לילי חוץ משלילת החרות שלנו לחינם יוריד תחלואה נגיע בה
134,Avraham,N12,Male,2020-12-07 18:19:22,1336012440509837312,יואב קיש צדק
135,Avraham,N12,Male,2020-12-07 17:56:37,1336006716228587531,הקבינט יחליט עוצר לילי מיום סוף החודש הגבלת מרחק המסחר יישאר בינתיים פתוח
136,Avraham,N12,Male,2020-12-07 17:54:55,1336006286966714371,דרעי העיר לא צריך לימודי ליבה להבין הצודק
137,Avraham,N12,Male,2020-12-07 17:21:21,1335997842121437190,רגב לפרופ בליצר בקבינט זורק סתם נתונים ומספרים השיב לה חושב שזה הכי חכם להגיד לאיש מקצוע דברים
138,Avraham,N12,Male,2020-12-07 16:10:23,1335979981596450819,elikmargalit תפנה לטלגרם לפחות מלך
139,Avraham,N12,Male,2020-12-07 16:08:35,1335979530297765891,מחלוקת בקבינט המלל דוחף לסגר לילי והמשך השארת המסחר לעת עתה משרד הבריאות דורש הגבלות רחבות
140,Avraham,N12,Male,2020-12-07 16:08:35,1335979530297765891,מחלוקת בקבינט המלל דוחף לסגר לילי והמשך השארת המסחר לעת עתה משרד הבריאות דורש הגבלות רחבות
141,Avraham,N12,Male,2020-12-07 15:52:25,1335975461709606913,מירי רגב סגר לילי אפקטיבי מתחיל מאוחר צריך להתחיל מוקדם בערב
142,Avraham,N12,Male,2020-12-07 15:48:55,1335974577407741959,הפרויקטור נחמן אש מתנגד לסגר לילי יודע להגיד האפקט
143,Avraham,N12,Male,2020-12-07 15:45:19,1335973674671886338,המלל מציע לקבינט תכנית מדרגות שכוללת מדרגה מיידית סגר לילי לשלושה שבועות והגבלות נוספות מדרגה שנייה ב2012
144,Avraham,N12,Male,2020-12-07 15:40:44,1335972517664739328,ראש המלל מציע בקבינט סגר לילי מערב חנוכה למשך שבועות
145,Avraham,N12,Male,2020-12-07 15:33:36,1335970723525963777,ציטוטי קבינט בלייב פה
146,Avraham,N12,Male,2020-12-06 20:44:41,1335686622680068098,25 בטוח חמקה להם בצוק איתן
147,Avraham,N12,Male,2020-12-06 16:29:20,1335622363619201024,נכון
148,Avraham,N12,Male,2020-12-06 15:38:39,1335609606500978688,barakravid כמעט כאן אנשים שמסבירים עוכר ישראל ואו פריבילג ודורשים שאתנצל שפשוט אלך לעזה גיליתי צרי
149,Avraham,N12,Male,2020-12-05 18:02:57,1335283534030888960,פרסום במהדורת סופש במשרד הבריאות ידרשו מהקבינט מחר להציב יעד שאם נתוני התחלואה מגיעים אליו הולכים לסגר
150,Avraham,N12,Male,2020-12-04 16:27:40,1334897168969297924,rozolyo talyftah sadibenshitrit בחיים ראיינתי סדי שטרית יכול להתווכח הזיכרון
151,Avraham,N12,Male,2020-12-04 11:56:09,1334828839822913536,גנץ מבטיח תיקוני חקיקה לדוגמא חוק התעמולה שיפחית הפייק ניוז חשוב ממש הלו לך לזה ובלשכת יור
152,Avraham,N12,Male,2020-12-04 10:32:52,1334807877245145088,israzohar גורלך כגורלו דן שכטמן
153,Marciano,N12,Female,2020-12-09 09:01:53,1336596922098982912,riklin10 יודעת אצלכם גאה בקוד כנראה שבדובאי ממש כיף מעדכנת שכאן מדינה שלמה יוד
154,Marciano,N12,Female,2020-12-09 07:41:36,1336576716496625664,ביקורת ניהול משבר הקורונה וההחלטות התמוהות הקבינט צריך להגיד שהבאת החיסונים המוקדמת לישראל
155,Marciano,N12,Female,2020-12-07 10:45:21,1335898185382977536,segal_eran המשך העלייה שבולטת במאושפזים חדשים שעלו ב60 בשבוע האחרון 80 במגזר הערבי העלייה באשפוזים התחילה הש
156,Marciano,N12,Female,2020-12-06 14:30:33,1335592470042832898,העלייה בתחלואה משרד הבריאות ממליץ לקבינט הגבלות משמעותיות סגירת מסחר הארץ סגירת בתי ספר בערים אדומ
157,Marciano,N12,Female,2020-12-06 09:45:12,1335520657661104129,segal_eran נתוני האצה בקצב העלייה בתחלואה מגזר כללי גדל הכי מס המאומתים היומי הוכפל בשבועיים האחרונים ויישובים
158,Hemo,N12,Male,2020-12-09 23:05:22,1336809189566451726,davidcohen51 קריאה מהנה ומחכימה ידידי
159,Hemo,N12,Male,2020-12-09 19:09:01,1336749711265574915,nurityohanan החיים הארי פוטר 1984 מעניינים מתמיד תודה רבה יקירתי
160,Hemo,N12,Male,2020-12-05 11:17:42,1335181548887429121,פנטזיה שבת בצהרים
161,Reshef,N12,Male,2020-12-09 05:33:27,1336544467277537280,אנחת רווחה מצב שפרישת סער תביא לדחית מועד הבחירות שיאפשר לשרה לקידום וחיזוק חברתי אורלי לוי אבקסיס להמשיך בתפקידה
162,Reshef,N12,Male,2020-12-08 18:35:47,1336378960188497933,ביבי נתניהו משלם המחיר השפלת בנט וסער לשניהם פשוט להפסיד
