name,job,organization,gender,tweet_count,hebrew_name,retweet_count,avg_retweet_count,favorite_count,avg_favorite_count,word_count,avg_word_count,char_count,avg_char_count,negative,neutral,positive,compound,text,traffic_count,avg_traffic_count
Dadon,Journalist,N12,Female,3,ןודד הודא,7,2.3333333333333335,4,1.3333333333333333,36,12.0,208,69.33333333333333,0.02766666666666667,0.7673333333333333,0.205,0.5148333333333334,"joshbreiner roy_katz וואלה ריגש assenomri יווו אני במתח כמו לפני עליית הסדרה הכי מדוברת של השנה בהצלחה עמרי יקר  rt eranswissa שלב הקרדיטים חכ מיכאל מלכיאלי מפרגן לעיתונאים שפעלו להגנת הקשישים
dadonadva haimetgarr rmatsliah sivanhakolkalul avi",11,3.6666666666666665
Drucker,Journalist,Reshet,Male,2,רקורד ביבר,5,2.5,187,93.5,41,20.5,185,92.5,0.057,0.9430000000000001,0.0,-0.23835,rt newsisrael13 ניסנקורן דורש להתנות את מינוי המפכל במינוי פרקליט המדינה  גנץ מתנגד  ravivdrucker עם כל הפרטים gtgt למיטב הבנתי גנץ לא יתנה את מינוי המפכל במינוי פרקליט מדינה לדעתו המשטרה במצב נוראי חייבים למנות לה מפכל מהר כ,192,96.0
Edelstein,Politician,Likud,Male,1,ןייטשלדא,3,3.0,0,0.0,24,24.0,110,110.0,0.0,0.836,0.164,0.6478,rt israelcohen911 שר הבריאות יולי אדלשטיין אני רגוע לגבי טיב החיסונים הם נבדקו בכל צורה אפשרית גם אתמול אדם שאני מאוד מעריך באופן איש,3,3.0
Elkin,Politician,Likud,Male,1,ןיקלא,5,5.0,238,238.0,21,21.0,93,93.0,0.0,0.884,0.116,0.34,תהליך החקיקה של חוק הסדרת ההתיישבות יצא לדרך היה שווה לנסוע ארבע וחצי שעות מאילת לירושלים ועוד מעט ארבע וחצי שעות,243,243.0
Eyal,Journalist,Yediot,Male,20,לייא בדנ,1587,79.35,4631,231.55,351,17.55,1586,79.3,0.08195,0.76875,0.1493,0.10353000000000001,rt craig_a_spencer today i was vaccinated against covid19 after witnessing the havoc this virus wreaked on our community i was ecstatic הערכה שכיחה היא שמה שמגן על החומר הפעיל חומר שמכונה peg וקיים בהמון מוצרים רפואיים עשוי לעורר תגובה אלרגית בהזרקה דיווח בארהב גבר באלסקה פיתח תגובה אלרגית חריפה לחיסון אחרי נטילתו בניגוד לשני הבריטים אין לו היסטוריה של אלרגיו rt adlisrael last webinar offighting hate from home with konrad adenauer israel this time we will examine when does criticism of isra ודאי החיסון אפקטיבי עד כ50 בלבד בין מנה 1 לשבוע אחרי מנה 2 וכדאי לא להידבק בין לבין לא מחסנים אנשים בעת מחלה פע rt yairlapid החיסונים מתחילים להגיע לכל העולם מוקדם מהצפוי זה טוב שיש חיסונים אני שמח שיש חיסונים חשבתי שזה ייקח עוד חודשים חברת פיי rt afp around 47 million people in spain which amounts to one in 10 people have contracted the coronavirus since the sta of the pand ברור לי שההבהרה של חכ שאשא ביטון הגיעה בגלל הציוץ שלי אני מוחק אותו למרות שהיה מדויק מסיבה פשוטה כדי לא להפיץ זו הבהרה חשובה וראויה מאוד וכתוצאה ממנה אני מוחק את הציוץ הקודם שלי זו הבהרה חשובה וראויה מאוד וכתוצאה ממנה אני מוחק את הציוץ הקודם שלי סרטון טוב zionnenko אני לא מכיר הנחיה סופית כזו אבל אתה עוסק בתעדוף והטקסט שלה בבטיחות זה הבדל ענק אין שום התוויה או חשש מ כל תקוות השווא על חסינות עדר ללא חיסון  בין אם זה בשבדיה או בבני ברק  התבררו כשגויות ישראל היא אוכלוסיה צעירה עם וגם  אתמול קפיצה במספר הנדבקים ברמה המדינתית ישראל צועדת בעיניים פקוחות לתרחישים אירופייםאמריקניים אלא אם תפעל ברחבי המערב מתחולל כעת אסון נרחב בגרמניה היה היום הגרוע ביותר בתמותה אתמול בשבדיה התפטרו אלפי אחיות ויחידות טיפול rt golsigalit נשאר רק לקבל אישור מגדי טאוב  rt erancherpak הבוקר 5 שבועות לאחר הבחירות ולדימיר פוטין בירך את ביידן על ניצחונו גדי טאוב גיא בכור וגו זבולוני עדיין מתבצרים rt orennahari ציטוטיומי נוסף יתכן שיום אחד אדם יירה ברובוט ויראה להפתעתו שהוא מדמם והרובוט יירה בחזרה ולהפתעתו יראה עננה של עש עכשיו זה טראמפ מול הרפובליקה אה סליחה הרפובליקנים עוד נראה,6218,310.9
Forer,Politician,Israel_Beytenu,Male,1,ררופ,0,0.0,17,17.0,19,19.0,93,93.0,0.0,0.921,0.079,0.2263,"ישראל 2020 ועדיין יש מי שמרשה לעצמו להשחית שלטים רק בגלל שמופיעה בהם אישה 

לאחר שחברת הכנסת yuliamalinovsky פנ",17,17.0
Friedman,Politician,Kachol_Lavan,Female,1,ןמדירפ,1,1.0,25,25.0,19,19.0,95,95.0,0.0,0.922,0.078,0.4019,הצבענו עכשו בועדת הכלכלה בעד חוק הסיבים של משרד התקשורת הקורונה הביאה איתה עבודה ולמידה מהבית ופתאום כולנו הרגשנו,26,26.0
Froman,Politician,Yesh_Atid,Female,1,ןמורפ,6,6.0,45,45.0,18,18.0,91,91.0,0.067,0.696,0.238,0.7096,"כשהמאבק צודק גם מהאופוזיציה זה אפשרי הצעת החוק שלי לחינוך חינם לגיל הרךגילאי לידה עד 3אושרה בקריאה טרומית

ה",51,51.0
GLZ,Media,,,124,צלג,196,1.5806451612903225,462,3.725806451612903,2269,18.298387096774192,10946,88.2741935483871,0.0731451612903226,0.8553629032258063,0.07151612903225806,0.02330967741935484,"פרידה מיעקב אגמון  צדי צרפתי נזכר אצל טלי ליפקיןשחק לולא הוא  לא הייתי אני לא עבדתי כבמאי והוא העז ופתח לי א קו האלף נחצה לראשונה 1015 חולי קורונה חדשים תוך יממה ברצועת עזה
jackyhugi הפרופ גליה רהב חברה בצוות המייעץ למגן ישראל אצל טלי ליפקיןשחק אנחנו מציעים כל מיני דברים  ולא בדיוק רואים ש הפרופ גליה רהב חברה בצוות המייעץ למגן ישראל אצל טלי ליפקיןשחק אנחנו מציעים כל מיני דברים  ולא בדיוק רואים ש ועדת השרים לענייני הקורונה אישרה אילת וים המלח יוגדרו איים ירוקים לחודש נוסף עובדי המלונות בים המלח יעברו בדיקת בעקבות מזג האוויר כוחות הכיבוי וההצלה טיפלו מהבוקר ב49 אירועי הצפות ברחבי הארץ 
hadasshtaif חשד לרצח בריינה גבר כבן 46 נורה למוות בן 53 נפצע בינוני rt doron_kadosh שנת 2020 היא לצערנו השנה המדממת ביותר בחברה הערבית בישראל אי פעם 
90 אזרחים ערבים נרצחו מתחילת השנה יותר מכל שנה אחרת
 לאחר יותר מ40 שנה דגימות מהירח נחתו בכדור הארץ מדובר בחללית הסינית change5 שנחתה על הירח ב2 בדצמבר 
nevotrabelsy פרידה מיעקב אגמון  אהוד גרף איש גלי צהל ספד לו אצל ירון וילנסקי וbardugojacob היכולת לנוע בין הרך והאמפתי ל בשלב זה ועדת השרים לענייני הקורונה צפויה להתכנס ביום ראשון  ולא מחר
moriah_asraf לאור השיפור בחקירות האפידימיולוגיות איכוני השבכ הגורפים על כלל האוכלוסייה יופסקו החל מ20 בינואר וישמשו כרשת ביט rt talyacohenn מספר נשות תאטרון נרתמו למבצע החיסונים חנה לסלאו סנדרה שדה וחני נחמיאס המבצע צפוי להתחיל כבר ביום שני והמטרה כמובן  לע קבינט הקורונה אישר הספריות הציבוריות ייפתחו תועבר תוספת של חצי מיליון שח לתמלוגי סופרים 
or_zoi rt glick_sh בשלום עכשיו משתמשים ברב עובדיה יוסף אולי הנקודה הכי רגישה של שס כדי לנגח את המפלגה תנו לי לנחש שariyederi לא יעבור על רהמ netanyahu מודיע במוצאי שבת אלך להתחסן עד סוף ינואר יהיו בישראל מילוני חיסונים  השתמשו בהם
moriah_asraf rt tsahidaboush בצהל נערכים למבצע חיסוני הקורונה הרחב לכל החיילים החל מסוף החודש המתחסן הראשון יהיה החייל מספר 1 הרמטכל אביב כוכבי htt rt erelyuval כפי שהודיע  שר המשפטים ניסנקורן חתם על צו ההסגרה של מלכה לייפר לאוסטרליה rt nitayanavi החשכל הנכנס רוטנברג התריע שטרם נקבעה ישיבת הממשלה לתיקונים הנדרשים לתקציב 2021 בינתיים הישיבה בוטלה סיכון לא מבוטל שלא 6 ימים לפיזור הכנסת השר yuliedelstein אצל ירון וילנסקי וbardugojacob בעת הזאת עדיפה קואליציה גרועה מבחירות חו בפעם הרביעית בשבועיים בוטלה ישיבת הממשלה שתוכננה למחר
moriah_asraf שר הבריאות yuliedelstein אצל ירון וילנסקי וbardugojacob יש סיכוי שנחזור לשגרה עד פסח  אם תהיה היענות יפה לחיסו שר הבריאות yuliedelstein אצל ירון וילנסקי וbardugojacob תוך כמה ימים נגיע לממוצע שבועי של 2500 נדבקים וניכנס ל שר הבריאות yuliedelstein אצל ירון וילנסקי וbardugojacob תוך כמה ימים נגיע לממוצע שבועי של 2500 נדבקים וניכנס ל סערת הבדיקות לשבים ממדינות אדומות  השר yuliedelstein הודף את ההאשמות אצל ירון וילנסקי וbardugojacob אומרים ח שר הבריאות yuliedelstein ממשיך במתקפה אצל ירון וילנסקי וbardugojacob נבחר ציבור שקורא לא להתחסן עלול להרוג מי שר הבריאות yuliedelstein מספר לירון וילנסקי וbardugojacob מדינות פונות אלינו ומבקשות את עזרת ישראל בהשגת חיסוני רופאי קופות החולים יתחסנו במקביל לרופאי בתי החולים זאת בעקבות פנייתם למשרד הבריאות
segev_yuval rt yanircozin מצב אופן ההצבעה של חברי הכנסת על ההצעה של בצלאל סמוטריץ וחיים כץ להסדרת המאחזים ההתיישבות הצעירה

בצהוב חברות כחולב rt benikvodi בנהריה נחסמו לתנועה בעקבות הצפות הרחובותשדרות הגעתון חניתה האורן ויצמן המעפילים ההגנה ונוריתglzradio rt einavkerner מרגש חנוכת בית כנסת בדובאי עם הרב הראשי אליהו עבאדי 
אבישי אברהמי לגלי צהל אירוע מרגש הכנסנו ספר תורה במקום שלא האמ שר השיכון ליצמן הכריע ינקי קווינט ימונה למנהל רשות מקרקעי ישראל
einavkerner קשיש שעובר למוסד סיעודי לא זכאי ל9 שעות הסיעוד אותן קיבל כששהה בביתו רבקה שאמה מתגוררת במחלקה סיעודית קוראת ב rt nevotrabelsy תקלה בטלגרם בעיקר אצל משתמשים באירופה ובמזרח התיכון
glzradio הנשיא ruvirivlin יתחסן ביום ראשון לקורונה
segev_yuval rt glick_sh הצעת החוק להסדרת עשרות מאחזים ביוש בתוך שנתיים עברה בקריאה טרומית ברוב של 60 מול 40 חכים כדי שיוכלו להמשיך לקדם אותה גם בכ הצעת החוק להחמרת הענישה על התעללות בפעוטות עברה בקריאה טרומית
yanircozin אמו של קובי שבתאי המפכל המיועד שמעה על המינוי המסתמן דרך הפייסבוק וכשסיפר לה עליו  התקשתה להאמין מרוב התרגשות ראש הרשות הפלסטינית אבו מאזן הודה לנשיא אינדונזיה על הכרזת גקרטה אמש כי אין בכוונתה לכונן יחסים עם ישראל מעריכים rt moriah_asraf דוח המלל לשרים עליה כללית במדדי התחלואה בכל הפרמטרים סבירות גבוהה למעבר לתוכנית הריסון המהודק בימים הקרובים שר התרבות חילי טרופר עשרות יצירותיו ייזכרו לדורות והשפעתו על התרבות בישראל תלווה אותנו שנים רבות יהי זכרו ברוך
or_zoi דוברות הכנסת מבהירה מועד פיזור הכנסת במקרה של אי העברת תקציב  בחצות הלילה שבין שלישי לרביעי
yanircozin השדרן איש התאטרון ואיש גלי צהל יעקב אגמון הלך לעולמו בגיל 91
talyacohenn השדרן איש התאטרון ואיש גלי צהל יעקב אגמון הלך לעולמו בגיל 91
talyacohenn צילה עזרא מספרת לyaeldan1 כל עוד מדינת ישראל לא מקיימת את החלטת בית המשפט אני מרגישה איום קיומי חכ meravmichaeli אצל yaeldan1 אחרי כ20 שנה של התעללות הגיע הזמן לתת לה תושבות קבע למדינת ישראל יש אחריות על rt yanircozin על מה מתווכחים עכשיו בכנסת
האם פיזור הכנסת ייתרחש בשלישי בחצות או ברביעי בחצות
בפשרת האוזר שדחתה את אישור התקציב נכתב  ה הוגשה הצעת חוק שתאפשר לנשים חרדיות לעסוק בריפוי בעיסוק ובקלינאות תקשורת אחרי שיעברו הכשרה מקוצרת  הדר נעמה כץ מר ראש האופוזיציה yairlapid האישה הנכונה לתפקיד יור ועדת חוץ ובטחון היא האלופה לשעבר חכ אורנה ברביבאי
yanircozin ברקע העלייה בתחלואה שר הביטחון gantzbe פנה לרהמ netanyahu בדרישה לכנס את קבינט הקורונה משלחת מאיחוד האמירויות ומבחריין הגיעה לישראל  עמית דרי מייסד ארגון מילואימניקים בחזית שמארח את המשלחת מספר ל הפרופ תומר הרץ מהמכון הלאומי לביוטכנולוגיה באונ בן גוריון בנגב מגיב אצל yaeldan1 קל לזרוע פחד בתקופה כזו לטעו החיסון לקורונה  הדר מיכל הרן המטולוגית בכירה בביח קפלן אצל yaeldan1 כשבאים לבצע התערבות רפואית צריך להסתכל rt yaelhaimson סיכום היום הראשון של השימוש באפליקציות התשלום בתחבורה הציבורית  התבצעו 5000 הורדות חדשות 60 מהן לפי hopon של אפליקצי מחאת המתמחים בעריכת דין  רות קוליאן ממובילי המחאה זועקת אצל yaeldan1 פתחנו בשביתת רעב מול מעון ראש הממשלה אי rt einavkerner משבר הויזות נמשך יום שלישי ברציפות
יותר ממאה נוסעים ללא היתר ארטיום דולגופיאט אלוף אירופה בתרגיל קרקע מספר לamirivgi על התחושות מהתחרות בטורקיה זו הייתה חוויה מטורפת אנח כתב אישום בגין רצח יוגש נגד אריה שיף שירה למוות בפורץ בערד עוד ששי גז המייצג אותו אומר לamirivgi שיף לא יר תקווה אמו של המפכל המיועד ניצב יעקב שבתאי מגלה אצל amirivgi אני קוראת לקובי מרקו כי בקושי הייתי רואה אותו תקווה אמו של המפכל המיועד ניצב יעקב שבתאי מספרת לamirivgi שמעתי על המינוי בפייסבוק ומהחברות כולם התקשרו אב rt glick_sh תיעוד התאונה הקשה בכביש 90 שבה נהרגו גבר ואישה כבני 60

שימוש לפי סעיף 27א השר alonschuster_mk תוקף אצל amirivgi רהמ netanyahu לא התעלה לגודל השעה הוא לא מאפשר לנו לא מינויים לא ממשל השר alonschuster_mk אצל amirivgi רהמ בניגוד עניינים הוא חושב על הדרך להיפטר מעול המשפט הוא רוצה להעיף את ניס השר alonschuster_mk אצל amirivgi רהמ בניגוד עניינים הוא חושב על הדרך להיפטר מעול המשפט הוא רוצה להעיף את ניס rt segev_yuval יוזמה לויתור אקטיבי על הזכות להתחסן מתגבשת בשעות האחרונות וזוכה לתמיכה בקרב מספר בכירים במערכת הבריאות הכיוון כרגע הוא ל 90 ממ גשם נמדדו באשדוד תוך שעות ספורות  שלמה רוטנברג ראש מינהל התפעול בעיר אצל amirivgi זו כמות משקעים שאנחנ צוות מדא נאלץ לקבוע גם את מותה של האישה
glick_sh הקורונה בישראל נחצה רף 20000 החולים הפעילים 392 חולים כעת במצב קשה 
segev_yuval נקבע מותו של הגבר פעולות החייאה מבוצעות כעת באישה 
glick_sh ממשרד הבריאות נמסר בתגובה משרד הבריאות מקצה מדי שנה 33 מיליון שח לטובת מלגות למתמחים ואין בכוונתנו לקצץ מתקציב ז במערך הפסיכולוגיה הציבורית חוששים משינוי שיטת התקצוב למתמחים של משרד הבריאות הדר יואב בליי נציג פורום הארגונים ל גבר כבן 60 נפצע אנוש ואישה כבת 50 נפצעה קשה בתאונת דרכים סמוך למבואות יריחו 
glick_sh יור האופוזיציה yairlapid בכנס של democracyil אני צריך עוד לבחון את המינוי של קובי שבתאי הוא עלה רק אתמול ובטכ שר הבריאות yuliedelstein אני רואה כל מיני אנשים כולל חכים שמתחילים להפיץ פייק ניוז לדבר על חיסונים מסוכנים rt friedmanromi מחקר חדש מגלה שקנגורו יכול לתקשר עם בני אדם ובעל דפוסי התנהגות דומים לשל כלב וסוס מבויתיים הדבר מאתגר את התפיסה שרק חיו עוד אמר gantzbe לא מתכוון להחליף את ניסנקורן אבי עושה עבודה טובה מאוד במשרד המשפטים
hausertov רהמ החליפי gantzbe חושב שצריך להימנע מבחירות ולהגיע למצב של ממשלה מתפקדת ותכנון לטווח ארוך
hausertov יור ימינה naftalibennett בתגובה לקריאת ליברמן צו השעה האמיתי הוא לעזור ל800 אלף המובטלים לא לארבעה פולטיקאים משה קראדי לשעבר מפכל המשטרה מספר לrinozror כשאלשיך עמד לסיים את תפקידו הייתה לי ולקובי שבתאי שיחה והוא אמר rt guyvaron מפל סער זורם הבוקר פעם ראשונה החורף תושב אשדוד בשנות ה50 לחייו נעצר הלילה בחשד לביצוע עבירות מין בביתו בת ה20 במשך כמה שנים מאז שהגיעה לגיל 10
shanirami תמיר פרדו לשעבר ראש המוסד אצל rinozror ד הוא בחירה מוצלחת ביותר הוא עשה את הדרך הנכונה בתוך הארגון הקריירה מאבק המתמחים  שר העבודה והרווחה ishmuli אצל razibarcay תאריך היעד החדש להגשת מתווה קיצור התורנויות הוא סוף ינו מאבק המתמחים  שר העבודה והרווחה ishmuli אצל razibarcay תאריך היעד החדש להגשת מתווה קיצור התורנויות הוא סוף ינו יואל זילברמן מנכל ארגון השומר החדש אצל razibarcay בהרבה מאוד מקומות בישראל יש חוויה של הפקרות מעל 50 לא מד חכ mnsorabbas יור הוועדה למיגור האלימות והפשיעה בחברה הערבית בדיון הוועדה בכנסת הציעו לי לאשר את התכנית בממש מינויו של קובי שבתאי  עוד רדא גאבר מנהל מרכז אמאן  המרכז הערבי לחברה בטוחה לrazibarcay אדם שלא מבין  מה ז חכ zoharm7 תוקף את חכ sbyifat אצל razibarcay יש לה תרומה אדירה לגל השני עם 9000 נדבקים ביום הדברים הלא אחר ברקע העלייה בתחלואה הדר אשר שלמון מנהל המחלקה ליחסים בינלאומיים במשרד הבריאות אומר לrazibarcay הבעיה היא לא rt ikweller מנור סולומון בדרך לאנגליה אננטקומפו עם חוזה היסטרי ואבי ריקן מתכונן לנתניה פינת הספורט שלי מglzradio קבלו טעימה rt yanircozin לאביגדור ליברמן יש טריק יפה מערכת הבחירות מתחילה ואז הוא פונה לראשי המפלגות בפנייה פומבית לאיחוד או לחתימה על אמנה

על נשיא איראן רוחאני איני שמח על בחירת ביידן אך כן על כך שטראמפ הטרוריסט עוזב את התפקיד
shenhavtal יור הקואליציה חכ zoharm7 טוען אצל razibarcay אין מגעים עם כחול לבן הם נעולים אנחנו בדרך לבחירות
צילום יור סיעת הליכוד חכ zoharm7 לrazibarcay יש לי רעיון טוב לשם של המפלגה  רק לא ביבי המהלך הזה לא ריאלי בע יריית הפתיחה של השיחות לנרמול היחסים  משלחת ישראליתאמריקנית תצא בשבוע הבא לרבאט ותדון עם השלטונות המרוקנים על סעי חכ yuliamalinovsky על המכתב ששלח ליברמן דברים כאלה בדרך כלל עושים ורק אחר כך נכנסים לפרטים ידענו במפלגה שיהיה מנכלית שלום עכשיו shaqued_morag מגיבה אצל ishayshnerb המונח המכובס התיישבות צעירה בא לכסות על שנים של עבריינ החוק להסדרת המאחזים ביוש יעלה היום להצבעה בכנסת  אליהו עטיה מנהל פורום ההתיישבות הצעירה אצל ishayshnerb מה ש מנכלית משרד התקשורת liranabh אומרת לishayshnerb הופתעתי מהפיטורים של השר yoazhendel1 האירוע הזה בא בשיאה נעם ביטון סגל עד ראייה לאירוע משחזר אצל ishayshnerb האירוע קרה חדר מולי שמעתי פיצוץ חשבתי שהתפוצץ אחד מבלוני רגע אחרי הניסוי המוצלח במערכת היירוט שרביט קסמים ראש מינהלת חומה במשרד הביטחון משה פתאל בריאיון אצל efitriger ברקע העלייה בתחלואה אבי בלומנטל ראש מטה ההסברה החרדי במשרד הבריאות מעריך אצל ishayshnerb אם תהיה הנחייה של קב אבי בלומנטל ראש מטה ההסברה החרדי במשרד הבריאות אצל ishayshnerb חסידות גדולות מאוד וחשובות יורו לחסידים שלהן לה אבי בלומנטל ראש מטה ההסברה החרדי במשרד הבריאות אצל ishayshnerb חסידות גדולות מאוד וחשובות יורו לחסידים שלהן לה ניצב בדימוס עמוס יעקב לשעבר מפקד מגב לishayshnerb מסכים עם כל מי שאומר שלמשטרת ישראל אסור שיהיה יום אחד בלי מפקד
נכוןלהבוקר מינויו של קובי שבתאי  ניצב בדימוס עמוס יעקב לשעבר מפקד מגב מספר לishayshnerb אני מכיר את שבתאי עוד מ1996 גורמי מקצוע מעריכים צועדים לתוכנית הריסון המהודק לא ניתן למנוע הטלת הגבלות נוספות  הצעדים המסתמנים בדיווח של כתב יור מפלגת ישראל ביתנו אביגדור ליברמן שלח מכתב ליור יש עתיד יאיר לפיד ליור ימינה נפתלי בנט ולגדעון סער בקריא משה פתאל ראש מנהלת חומה במנהל לפיתוח אמצעי לחימה במשרד הביטחון אומר לefitriger גם מערכת שרביט קסמים וגם כיפת סדרת ניסויים במערכת שרביט קסמים הושלמה בהצלחה  משה פתאל ראש מנהלת חומה במנהל לפיתוח אמצעי לחימה במשרד הביטחון רב ניצב בדימוס יוחנן דנינו אומר לefitriger מזמן היה צריך למנות מפכל קבוע העיכוב הזה גרם נזק גדול מאוד למשטרה אליהו ארנד חבר הארגון הרפואי למענכם ויועץ לפיקוד העורף בנושא החברה החרדית מעדכן אצל efitriger יש התפרצות בקר סגן שר הבריאות חכ yoavkisch אומר לefitriger כנראה שלא נוכל לחמוק מהגבלות משמעותיות לפני שנראה את השפעת החיס סגן שר הבריאות חכ yoavkisch אצל efitriger יש עלייה ברורה בתחלואה  אובחנו אתמול 2862 חולים בקורונה לא נוכל המפכל לשעבר יוחנן דנינו מברך אצל efitriger על מינויו המסתמן של ניצב קובי שבתאי בתפקיד הראשון שלי במשטרה הייתי ב תנצ בדימוס עוד זיוה אגמיכהן על פרישת ממ המפכל ניצב מוטי כהן מבינה את ההחלטה שלו לא כל ממלא מקום מקבל את המי rt nogazac קנדה הכריזה על הסכם חיסונים עם חברת מודרנה ראש הממשלה טרודו מצהיר על 168 אלף מנות חיסון שצפויות להגיע עוד החודש rt nogazac המהלך בוצע בהתאם להצעה של המזכל אנטוניו גורטש בעיקר בגלל פרישתו של היועץ הקודם בלוב בגלל לחצים שונים rt nogazac מועצת הביטחון של האום אישרה אמש בהצבעה את מינויו של טור ונסלנד כשליח האום החדש למזרח התיכון ונסלנד  היה בשנים האחרונות השלי אליהו ארנד חבר הארגון הרפואי למענכם ויועץ לפיקוד העורף בנושא החברה החרדית אצל efitriger אין קול אמיתי במגזר משרד משאבי המים מקדם חיבור למים לעשרות כפרים מנותקים באוטר פראדש שבהודו  יחזקאל ליפשיץ מנכל המשרד אומר ל rt nogazac פנמה אישרה הלילה לשימוש חירום את חיסון הקורונה של  פייזר סגנית שר הבריאות בפנמה איווט באריו אנחנו גאים להיות מן המדינות הר rt efitriger כבר מתחילים עם התגובות למינויים במשטרה  המאבק המתמשך בקורונה ומזג האוויר הסוער היום ונשים לב לסיפור הגדול המתפתח בארהב פ rt efitriger כבר מתחילים עם התגובות למינויים במשטרה  המאבק המתמשך בקורונה ומזג האוויר הסוער היום ונשים לב לסיפור הגדול המתפתח בארהב פ",658,5.306451612903226
Gamliel,Politician,Likud,Female,2,לאילמג,1,0.5,35,17.5,21,10.5,92,46.0,0.0,0.408,0.092,0.31845, חוק מרקם חיים שיסדיר את ההתיישבות הצעירה הוא בעל חשיבות עצומה ועלינו לממש את המדיניות שלנו ולתמוך בו אצביע היום,36,18.0
German,Journalist,Makor_Rishon,Female,9,ןמרג הרטע,3,0.3333333333333333,278,30.88888888888889,143,15.88888888888889,639,71.0,0.045000000000000005,0.7848888888888889,0.17033333333333334,0.43696666666666667,"ההצבעה הייתה על דעת גנץ ובידיעתו אבל אם כחול לבן אכן מפלגת מרכז אז זו לא צריכה להיות הפתעה שיש בה גם אנשי ימין גם barochsteren הוא לא ישב במקומו הקבוע אז התווסף לאחר מכן ודאי נכח והצביע בעד הילה שי וזאן פנינה תמנו שאטה ועומר ינקלביץ מכחול לבן הצביעו בעד גנץ ונתניהו נעדרו הילה שי וזאן פנינה תמנו שאטה ועומר ינקלביץ מכחול לבן הצביעו בעד גנץ ונתניהו נעדרו bentzi_r cotlerwunsh אתה לא קטי שטרית שלחה מכתב ליפעת שאשא ביטון בדרישה להתפטר
לאורך כל התקופה האחרונה הקפדתי לשמור על כבודך ולהימנע מלהגיב ע הודות להסכמתו של חכ פינדרוס לדחות את החוק שלו יעלה מוקדם יותר החוק להסדרת ההתיישבות הצעירה שהיה נדחק החוצה לאור סדר היום העמוס במליאה משאלה שלא יהיו בחירות
מזל טוב cotlerwunsh מתגברים הקולות בכחול לבן נגד הסכמה לפשרה בסגנון לא נצליח עוד יום אחד לשבת תחת נתניהו נמאס להם ובלעדיהם אין את",281,31.22222222222222
Glickman,Journalist,Reshet,Male,2,ןמקילג דעיבא,1,0.5,10,5.0,7,3.5,49,24.5,0.0,0.2705,0.7295,0.6545000000000001,noa_landau maltzjudy haaretz בהצלחה gideonallon מזל טוב,11,5.5
